gvkey,iid,datadate,conm,curcdd,prccd,exchg,isin,sedol,cik
15362,01W,20160105,WESTPAC BANKING,AUD,32.69,106,AU000000WBC1,6076146,719245
15362,01W,20160106,WESTPAC BANKING,AUD,32.21,106,AU000000WBC1,6076146,719245
15362,01W,20160107,WESTPAC BANKING,AUD,31.28,106,AU000000WBC1,6076146,719245
15362,01W,20160108,WESTPAC BANKING,AUD,31,106,AU000000WBC1,6076146,719245
15362,01W,20160111,WESTPAC BANKING,AUD,30.56,106,AU000000WBC1,6076146,719245
15362,01W,20160112,WESTPAC BANKING,AUD,30.82,106,AU000000WBC1,6076146,719245
15362,01W,20160113,WESTPAC BANKING,AUD,31.49,106,AU000000WBC1,6076146,719245
15362,01W,20160114,WESTPAC BANKING,AUD,31.16,106,AU000000WBC1,6076146,719245
15362,01W,20160115,WESTPAC BANKING,AUD,31.09,106,AU000000WBC1,6076146,719245
15362,01W,20160118,WESTPAC BANKING,AUD,30.77,106,AU000000WBC1,6076146,719245
15362,01W,20160119,WESTPAC BANKING,AUD,31.18,106,AU000000WBC1,6076146,719245
15362,01W,20160120,WESTPAC BANKING,AUD,30.06,106,AU000000WBC1,6076146,719245
15362,01W,20160121,WESTPAC BANKING,AUD,29.89,106,AU000000WBC1,6076146,719245
15362,01W,20160122,WESTPAC BANKING,AUD,29.93,106,AU000000WBC1,6076146,719245
15362,01W,20160125,WESTPAC BANKING,AUD,30.91,106,AU000000WBC1,6076146,719245
15362,01W,20160126,WESTPAC BANKING,AUD,30.91,106,AU000000WBC1,6076146,719245
15362,01W,20160127,WESTPAC BANKING,AUD,30.33,106,AU000000WBC1,6076146,719245
15362,01W,20160128,WESTPAC BANKING,AUD,30.48,106,AU000000WBC1,6076146,719245
15362,01W,20160129,WESTPAC BANKING,AUD,30.85,106,AU000000WBC1,6076146,719245
15362,01W,20160201,WESTPAC BANKING,AUD,30.65,106,AU000000WBC1,6076146,719245
15362,01W,20160202,WESTPAC BANKING,AUD,30.3,106,AU000000WBC1,6076146,719245
15362,01W,20160203,WESTPAC BANKING,AUD,29.43,106,AU000000WBC1,6076146,719245
15362,01W,20160204,WESTPAC BANKING,AUD,30.48,106,AU000000WBC1,6076146,719245
15362,01W,20160205,WESTPAC BANKING,AUD,30.35,106,AU000000WBC1,6076146,719245
15362,01W,20160208,WESTPAC BANKING,AUD,30.26,106,AU000000WBC1,6076146,719245
15362,01W,20160209,WESTPAC BANKING,AUD,28.7,106,AU000000WBC1,6076146,719245
15362,01W,20160210,WESTPAC BANKING,AUD,28.53,106,AU000000WBC1,6076146,719245
15362,01W,20160211,WESTPAC BANKING,AUD,28.79,106,AU000000WBC1,6076146,719245
15362,01W,20160212,WESTPAC BANKING,AUD,28.06,106,AU000000WBC1,6076146,719245
15362,01W,20160215,WESTPAC BANKING,AUD,28.63,106,AU000000WBC1,6076146,719245
