PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
91683,20140328,252,-0.4348%,-0.0007,0.7748,-0.1498,-0.4071,-0.0881,1.3349%,1.4406%,14.1326%,-0.6574%,SBH
91683,20140331,252,-0.2911%,-0.0007,0.7742,-0.1662,-0.4074,-0.0913,1.3359%,1.4404%,13.9824%,-0.9006%,SBH
91683,20140401,252,0.1095%,-0.0008,0.7748,-0.1686,-0.4033,-0.0985,1.3362%,1.4400%,13.9083%,-0.5159%,SBH
91683,20140402,252,0.5104%,-0.0008,0.7780,-0.1663,-0.3984,-0.0979,1.3362%,1.4402%,13.9301%,0.3310%,SBH
91683,20140403,252,-0.2902%,-0.0007,0.7787,-0.1655,-0.3916,-0.0979,1.3358%,1.4401%,13.9656%,0.0140%,SBH
91683,20140404,252,-1.6733%,-0.0008,0.7816,-0.1615,-0.4035,-0.0899,1.3360%,1.4439%,14.3798%,-0.5947%,SBH
91683,20140407,252,-2.1458%,-0.0009,0.7839,-0.1656,-0.4045,-0.0725,1.3373%,1.4483%,14.7430%,-1.3110%,SBH
91683,20140408,252,2.1172%,-0.0008,0.7983,-0.1611,-0.4234,-0.0972,1.3416%,1.4546%,14.9276%,1.6796%,SBH
91683,20140409,252,1.3328%,-0.0008,0.7888,-0.1720,-0.4247,-0.0785,1.3408%,1.4532%,14.8706%,0.1710%,SBH
91683,20140410,252,-1.6076%,-0.0008,0.7859,-0.1603,-0.4142,-0.0946,1.3396%,1.4546%,15.1819%,0.2556%,SBH
91683,20140411,252,-1.2254%,-0.0009,0.7930,-0.1495,-0.3952,-0.1043,1.3369%,1.4542%,15.4785%,-0.3813%,SBH
91683,20140414,252,0.7895%,-0.0009,0.7978,-0.1519,-0.3949,-0.1085,1.3371%,1.4516%,15.1633%,0.2228%,SBH
91683,20140415,252,-1.0071%,-0.0010,0.7834,-0.1328,-0.3981,-0.1106,1.3392%,1.4494%,14.6231%,-1.4633%,SBH
91683,20140416,252,-0.4522%,-0.0009,0.7494,-0.1309,-0.4013,-0.0925,1.3385%,1.4416%,13.7875%,-1.3999%,SBH
91683,20140417,252,0.2649%,-0.0009,0.7390,-0.1183,-0.3938,-0.0888,1.3367%,1.4375%,13.5290%,0.2629%,SBH
91683,20140421,252,2.5293%,-0.0008,0.7483,-0.1125,-0.4365,-0.1167,1.3432%,1.4446%,13.5392%,2.1335%,SBH
91683,20140422,252,0.8837%,-0.0008,0.7511,-0.1111,-0.4451,-0.1166,1.3431%,1.4456%,13.6836%,0.4520%,SBH
91683,20140423,252,-1.4599%,-0.0008,0.7468,-0.1161,-0.4894,-0.1181,1.3428%,1.4459%,13.7537%,-0.9347%,SBH
91683,20140424,252,-0.5185%,-0.0008,0.7404,-0.1120,-0.4827,-0.1050,1.3435%,1.4460%,13.6740%,-0.7717%,SBH
91683,20140425,252,1.0052%,-0.0008,0.7432,-0.1302,-0.4664,-0.1344,1.3488%,1.4474%,13.1611%,1.8389%,SBH
91683,20140428,252,0.5160%,-0.0008,0.7435,-0.1313,-0.4680,-0.1351,1.3488%,1.4478%,13.2083%,-0.0528%,SBH
91683,20140429,252,0.2567%,-0.0008,0.7438,-0.1295,-0.4673,-0.1373,1.3488%,1.4475%,13.1726%,-0.1970%,SBH
91683,20140430,252,0.2560%,-0.0008,0.7407,-0.1326,-0.4654,-0.1289,1.3488%,1.4473%,13.1548%,0.0849%,SBH
91683,20140501,252,-7.4790%,-0.0010,0.7345,-0.1168,-0.4229,-0.1314,1.4282%,1.5186%,11.5421%,-7.6020%,SBH
91683,20140502,252,-0.3549%,-0.0011,0.7288,-0.1288,-0.4316,-0.1280,1.4271%,1.5160%,11.3814%,-0.1213%,SBH
91683,20140505,252,-0.2770%,-0.0011,0.7466,-0.0984,-0.4170,-0.1631,1.4260%,1.5159%,11.5098%,-0.5811%,SBH
91683,20140506,252,0.5556%,-0.0010,0.7346,-0.1303,-0.4571,-0.1539,1.4264%,1.5151%,11.3664%,1.2696%,SBH
91683,20140507,252,-1.5391%,-0.0012,0.7207,-0.1170,-0.5146,-0.1616,1.4214%,1.5094%,11.3230%,-1.4718%,SBH
91683,20140508,252,0.8016%,-0.0011,0.7320,-0.1387,-0.5174,-0.1783,1.4225%,1.5103%,11.2966%,0.9483%,SBH
91683,20140509,252,1.2724%,-0.0010,0.7356,-0.1191,-0.5315,-0.1960,1.4238%,1.5124%,11.3657%,0.9557%,SBH
91683,20140512,252,2.2772%,-0.0010,0.7415,-0.0694,-0.5256,-0.2000,1.4274%,1.5195%,11.7608%,1.5786%,SBH
91683,20140513,252,-0.0768%,-0.0009,0.7361,-0.0808,-0.5275,-0.1848,1.4261%,1.5181%,11.7523%,-0.0526%,SBH
91683,20140514,252,-0.1153%,-0.0010,0.7305,-0.0818,-0.5384,-0.1870,1.4251%,1.5157%,11.5996%,-0.0616%,SBH
91683,20140515,252,0.8077%,-0.0009,0.7196,-0.0596,-0.5590,-0.2052,1.4261%,1.5149%,11.3790%,1.2944%,SBH
91683,20140516,252,-0.7249%,-0.0010,0.7097,-0.0693,-0.5356,-0.1776,1.4276%,1.5153%,11.2453%,-1.2290%,SBH
91683,20140519,252,-0.4996%,-0.0010,0.7161,-0.0743,-0.5374,-0.1882,1.4279%,1.5156%,11.2273%,-0.6883%,SBH
91683,20140520,252,-2.6265%,-0.0011,0.7431,-0.0255,-0.5376,-0.2475,1.4324%,1.5236%,11.6159%,-1.9894%,SBH
91683,20140521,252,-1.3487%,-0.0011,0.7348,-0.0037,-0.5353,-0.2607,1.4363%,1.5255%,11.3528%,-1.8244%,SBH
91683,20140522,252,0.4423%,-0.0012,0.7397,0.0057,-0.5326,-0.2698,1.4362%,1.5257%,11.3933%,0.0512%,SBH
91683,20140523,252,1.0408%,-0.0011,0.7425,0.0078,-0.5354,-0.2701,1.4367%,1.5272%,11.5042%,0.6603%,SBH
91683,20140527,252,0.2773%,-0.0012,0.7433,0.0059,-0.5366,-0.2714,1.4366%,1.5273%,11.5294%,-0.2125%,SBH
91683,20140528,252,-0.6717%,-0.0012,0.7442,0.0044,-0.5429,-0.2755,1.4366%,1.5274%,11.5366%,-0.3915%,SBH
91683,20140529,252,1.6309%,-0.0011,0.7491,-0.0086,-0.5515,-0.2709,1.4391%,1.5305%,11.5808%,1.2363%,SBH
91683,20140530,252,0.2740%,-0.0011,0.7513,-0.0046,-0.5280,-0.2679,1.4381%,1.5294%,11.5807%,0.3722%,SBH
91683,20140602,252,-1.0148%,-0.0012,0.7681,-0.0091,-0.5321,-0.2810,1.4375%,1.5305%,11.7951%,-0.7849%,SBH
91683,20140603,252,0.0394%,-0.0011,0.7763,-0.0056,-0.5354,-0.2954,1.4364%,1.5303%,11.8915%,0.2246%,SBH
91683,20140604,252,-1.3796%,-0.0011,0.7776,-0.0120,-0.5438,-0.3078,1.4385%,1.5313%,11.7522%,-1.5405%,SBH
91683,20140605,252,0.4796%,-0.0011,0.7596,-0.0079,-0.5564,-0.3058,1.4361%,1.5257%,11.4052%,-0.2447%,SBH
91683,20140606,252,0.3182%,-0.0011,0.7598,-0.0062,-0.5719,-0.3235,1.4345%,1.5238%,11.3738%,-0.1554%,SBH
91683,20140609,252,-0.4362%,-0.0011,0.7540,-0.0253,-0.5677,-0.3032,1.4353%,1.5231%,11.1955%,-0.9102%,SBH
91683,20140610,252,-0.5974%,-0.0012,0.7530,-0.0210,-0.5634,-0.3019,1.4357%,1.5234%,11.1798%,-0.6445%,SBH
91683,20140611,252,1.0417%,-0.0011,0.7537,-0.0288,-0.5550,-0.2883,1.4367%,1.5246%,11.1890%,1.2006%,SBH
91683,20140612,252,-2.1015%,-0.0012,0.7699,-0.0443,-0.5665,-0.2889,1.4391%,1.5300%,11.5274%,-1.5696%,SBH
91683,20140613,252,0.6075%,-0.0012,0.7632,-0.0448,-0.5790,-0.2911,1.4386%,1.5279%,11.3469%,0.2321%,SBH
91683,20140616,252,-0.9259%,-0.0013,0.7649,-0.0477,-0.5493,-0.2867,1.4407%,1.5288%,11.2046%,-1.3634%,SBH
91683,20140617,252,1.7879%,-0.0013,0.7668,-0.0091,-0.5066,-0.3011,1.4453%,1.5324%,11.0401%,1.7840%,SBH
91683,20140618,252,-0.0798%,-0.0013,0.7638,-0.0018,-0.5022,-0.3009,1.4456%,1.5323%,10.9908%,-0.6759%,SBH
91683,20140619,252,-1.3584%,-0.0013,0.7560,0.0085,-0.4948,-0.2984,1.4478%,1.5316%,10.6389%,-1.4373%,SBH
91683,20140620,252,-1.7416%,-0.0013,0.7479,0.0121,-0.4964,-0.3072,1.4511%,1.5280%,9.8202%,-1.7520%,SBH
91683,20140623,252,1.1954%,-0.0013,0.7559,0.0126,-0.5010,-0.3265,1.4529%,1.5299%,9.8181%,1.1934%,SBH
91683,20140624,252,1.0998%,-0.0013,0.7711,0.0019,-0.4768,-0.3295,1.4520%,1.5297%,9.9109%,1.3994%,SBH
91683,20140625,252,0.4835%,-0.0013,0.7606,-0.0008,-0.5553,-0.3528,1.4453%,1.5233%,9.9884%,0.2393%,SBH
91683,20140626,252,-0.6816%,-0.0014,0.7537,0.0390,-0.5416,-0.3778,1.4430%,1.5197%,9.8387%,-0.4927%,SBH
91683,20140627,252,1.2515%,-0.0014,0.7555,0.0088,-0.5984,-0.3960,1.4387%,1.5158%,9.9122%,0.8572%,SBH
91683,20140630,252,0.0000%,-0.0014,0.7526,0.0272,-0.6010,-0.4119,1.4362%,1.5131%,9.9099%,0.1060%,SBH
91683,20140701,252,1.7943%,-0.0013,0.7612,0.0374,-0.6120,-0.4215,1.4382%,1.5177%,10.2005%,1.0966%,SBH
91683,20140702,252,0.1958%,-0.0013,0.7604,0.0356,-0.6134,-0.4211,1.4379%,1.5172%,10.1797%,0.0775%,SBH
91683,20140703,252,1.4074%,-0.0013,0.7681,0.0408,-0.6060,-0.4285,1.4396%,1.5198%,10.2755%,1.0168%,SBH
91683,20140707,252,0.7710%,-0.0012,0.7490,-0.0118,-0.6412,-0.4116,1.4397%,1.5165%,9.8723%,1.4608%,SBH
91683,20140708,252,0.4973%,-0.0012,0.7347,-0.0221,-0.6059,-0.3891,1.4428%,1.5168%,9.5216%,1.4642%,SBH
91683,20140709,252,-1.3704%,-0.0012,0.7330,0.0013,-0.5886,-0.4015,1.4458%,1.5191%,9.4066%,-1.6688%,SBH
91683,20140710,252,-1.8140%,-0.0012,0.7426,0.0192,-0.5834,-0.4183,1.4482%,1.5229%,9.5725%,-1.4423%,SBH
91683,20140711,252,-1.2186%,-0.0013,0.7688,0.0143,-0.5982,-0.4440,1.4483%,1.5246%,9.7598%,-1.4810%,SBH
91683,20140714,252,-0.5173%,-0.0013,0.7678,0.0176,-0.5954,-0.4477,1.4489%,1.5248%,9.7136%,-0.7755%,SBH
91683,20140715,252,0.0400%,-0.0012,0.7697,0.0224,-0.5622,-0.4508,1.4492%,1.5244%,9.6131%,0.6634%,SBH
91683,20140716,252,-1.3595%,-0.0013,0.7599,0.0402,-0.5681,-0.4521,1.4516%,1.5263%,9.5438%,-1.4755%,SBH
91683,20140717,252,-2.1484%,-0.0013,0.7750,0.0393,-0.5714,-0.4561,1.4536%,1.5318%,9.9475%,-1.3596%,SBH
91683,20140718,252,1.3670%,-0.0013,0.7803,0.0394,-0.5786,-0.4579,1.4541%,1.5345%,10.1987%,0.4578%,SBH
91683,20140721,252,-1.2669%,-0.0013,0.7859,0.0445,-0.5729,-0.4666,1.4544%,1.5355%,10.2758%,-0.9281%,SBH
91683,20140722,252,0.7864%,-0.0013,0.7875,0.0437,-0.5790,-0.4677,1.4547%,1.5364%,10.3599%,0.3061%,SBH
91683,20140723,252,0.5339%,-0.0012,0.7863,0.0606,-0.5599,-0.4790,1.4485%,1.5299%,10.3558%,0.0706%,SBH
91683,20140724,252,0.9804%,-0.0012,0.7861,0.0519,-0.5675,-0.4786,1.4498%,1.5308%,10.3022%,0.9086%,SBH
91683,20140725,252,-0.8900%,-0.0012,0.7885,0.0541,-0.5693,-0.4813,1.4499%,1.5314%,10.3632%,-0.4683%,SBH
91683,20140728,252,-0.4082%,-0.0012,0.7872,0.0701,-0.5572,-0.4848,1.4491%,1.5307%,10.3809%,-0.2709%,SBH
91683,20140729,252,3.6885%,-0.0010,0.7741,0.1198,-0.6294,-0.5332,1.4655%,1.5489%,10.4786%,3.4047%,SBH
91683,20140730,252,0.5929%,-0.0011,0.7750,0.1266,-0.5932,-0.5315,1.4600%,1.5423%,10.3880%,0.1967%,SBH
91683,20140731,252,1.9646%,-0.0009,0.6926,0.1719,-0.5343,-0.5008,1.4765%,1.5475%,8.9672%,3.4694%,SBH
91683,20140801,252,-0.2698%,-0.0005,0.8411,0.0966,-0.4671,-0.4509,1.2379%,1.3483%,15.7058%,0.1060%,SBH
91683,20140804,252,1.3910%,-0.0006,0.8538,0.1310,-0.4300,-0.4854,1.2234%,1.3363%,16.1779%,0.9074%,SBH
91683,20140805,252,-1.1433%,-0.0006,0.8596,0.1302,-0.4321,-0.4893,1.2218%,1.3362%,16.3963%,-0.7689%,SBH
91683,20140806,252,0.6939%,-0.0006,0.8631,0.1392,-0.4259,-0.4986,1.2221%,1.3369%,16.4327%,0.4323%,SBH
91683,20140807,252,-0.4977%,-0.0005,0.8624,0.1361,-0.4306,-0.5034,1.2210%,1.3355%,16.4125%,-0.0545%,SBH
91683,20140808,252,1.0389%,-0.0005,0.8618,0.1354,-0.4318,-0.5033,1.2206%,1.3362%,16.5461%,0.0542%,SBH
91683,20140811,252,0.7997%,-0.0006,0.8695,0.1375,-0.4282,-0.5121,1.2193%,1.3364%,16.7581%,0.2498%,SBH
91683,20140812,252,-0.9822%,-0.0006,0.8709,0.1433,-0.4301,-0.5165,1.2198%,1.3377%,16.8554%,-0.6183%,SBH
91683,20140813,252,-0.6868%,-0.0007,0.8672,0.1648,-0.4165,-0.5311,1.2182%,1.3353%,16.7727%,-0.9662%,SBH
91683,20140814,252,1.4983%,-0.0006,0.8748,0.1672,-0.4128,-0.5465,1.2195%,1.3372%,16.8260%,1.0083%,SBH
91683,20140815,252,-1.0220%,-0.0006,0.8680,0.1782,-0.4045,-0.5612,1.2190%,1.3328%,16.3427%,-0.8511%,SBH
91683,20140818,252,1.2620%,-0.0005,0.8658,0.1830,-0.4000,-0.5558,1.2188%,1.3333%,16.4459%,0.3398%,SBH
91683,20140819,252,0.3021%,-0.0006,0.8718,0.1951,-0.3617,-0.5534,1.2170%,1.3325%,16.5872%,-0.1646%,SBH
91683,20140820,252,0.9789%,-0.0005,0.8743,0.1869,-0.3508,-0.5455,1.2189%,1.3340%,16.5100%,1.0580%,SBH
91683,20140821,252,2.8337%,-0.0005,0.8952,0.2155,-0.2609,-0.5701,1.2307%,1.3455%,16.3286%,2.6955%,SBH
91683,20140822,252,-0.3988%,-0.0004,0.9061,0.2291,-0.2397,-0.5724,1.2275%,1.3448%,16.6825%,-0.4244%,SBH
91683,20140825,252,0.6189%,-0.0004,0.9134,0.2221,-0.2469,-0.5790,1.2272%,1.3453%,16.7811%,0.3907%,SBH
91683,20140826,252,-0.2533%,-0.0004,0.9087,0.2123,-0.2455,-0.5659,1.2280%,1.3451%,16.6506%,-0.8027%,SBH
91683,20140827,252,1.3058%,-0.0003,0.9016,0.2030,-0.2497,-0.5603,1.2313%,1.3440%,16.0674%,1.4254%,SBH
91683,20140828,252,0.8235%,-0.0003,0.8972,0.1928,-0.2513,-0.5513,1.2334%,1.3449%,15.8856%,1.1305%,SBH
91683,20140829,252,-0.9943%,-0.0003,0.8941,0.1819,-0.2620,-0.5488,1.2362%,1.3464%,15.7071%,-1.3351%,SBH
91683,20140902,252,0.3587%,-0.0003,0.8916,0.1986,-0.2468,-0.5448,1.2361%,1.3466%,15.7372%,0.3569%,SBH
91683,20140903,252,-0.5718%,-0.0003,0.8904,0.2010,-0.2450,-0.5405,1.2362%,1.3469%,15.7623%,-0.3647%,SBH
91683,20140904,252,1.0784%,-0.0003,0.8986,0.1895,-0.2628,-0.5445,1.2356%,1.3476%,15.9352%,1.0320%,SBH
91683,20140905,252,-0.1778%,-0.0002,0.8975,0.1995,-0.2481,-0.5450,1.2352%,1.3471%,15.9311%,-0.3908%,SBH
91683,20140908,252,-1.3538%,-0.0003,0.9089,0.1927,-0.2353,-0.5549,1.2364%,1.3490%,16.0007%,-1.2766%,SBH
91683,20140909,252,-0.8667%,-0.0003,0.9089,0.1927,-0.2351,-0.5549,1.2364%,1.3484%,15.9288%,-0.0454%,SBH
91683,20140910,252,-1.7851%,-0.0003,0.8959,0.1940,-0.1927,-0.5254,1.2446%,1.3533%,15.4200%,-2.3299%,SBH
91683,20140911,252,1.0015%,-0.0003,0.8992,0.2036,-0.1826,-0.5315,1.2450%,1.3544%,15.5094%,0.7117%,SBH
91683,20140912,252,3.3786%,-0.0001,0.8866,0.2100,-0.1729,-0.5458,1.2670%,1.3707%,14.5640%,3.7330%,SBH
91683,20140915,252,-1.2433%,-0.0002,0.8865,0.2186,-0.1840,-0.5520,1.2675%,1.3724%,14.7093%,-0.7256%,SBH
91683,20140916,252,0.4317%,-0.0002,0.8809,0.2274,-0.2108,-0.5650,1.2628%,1.3680%,14.7891%,0.2423%,SBH
91683,20140917,252,0.5372%,-0.0002,0.8790,0.2231,-0.2143,-0.5624,1.2628%,1.3672%,14.6860%,0.3780%,SBH
91683,20140918,252,-0.7481%,-0.0003,0.8655,0.2266,-0.2075,-0.5483,1.2647%,1.3647%,14.1252%,-1.1497%,SBH
91683,20140919,252,0.3589%,-0.0003,0.8670,0.2117,-0.1997,-0.5405,1.2649%,1.3643%,14.0444%,0.7481%,SBH
91683,20140922,252,-0.1788%,-0.0002,0.8525,0.2075,-0.1971,-0.5239,1.2659%,1.3634%,13.7902%,0.7871%,SBH
91683,20140923,252,-1.2899%,-0.0003,0.8608,0.2038,-0.1849,-0.5219,1.2657%,1.3652%,14.0514%,-0.5633%,SBH
91683,20140924,252,0.8711%,-0.0003,0.8600,0.2042,-0.1871,-0.5204,1.2656%,1.3659%,14.1420%,0.0763%,SBH
91683,20140925,252,-1.2954%,-0.0002,0.8412,0.2252,-0.1236,-0.4835,1.2594%,1.3598%,14.2192%,-0.0050%,SBH
91683,20140926,252,0.4739%,-0.0002,0.8413,0.2251,-0.1229,-0.4833,1.2594%,1.3600%,14.2380%,0.0102%,SBH
91683,20140929,252,-0.0726%,-0.0002,0.8422,0.2251,-0.1248,-0.4853,1.2594%,1.3598%,14.2110%,0.0830%,SBH
91683,20140930,252,-0.6173%,-0.0002,0.8378,0.2318,-0.1194,-0.4810,1.2593%,1.3595%,14.1928%,-0.1058%,SBH
91683,20141001,252,-0.0731%,-0.0001,0.8167,0.2382,-0.1076,-0.4701,1.2604%,1.3576%,13.8063%,0.9973%,SBH
91683,20141002,252,1.4991%,-0.0001,0.8179,0.2677,-0.1036,-0.4863,1.2606%,1.3599%,14.0759%,0.9752%,SBH
91683,20141003,252,1.8012%,-0.0001,0.8428,0.2403,-0.1376,-0.4969,1.2617%,1.3645%,14.5039%,1.2180%,SBH
